user_id_24026/Dashboard_User_id_24026_NoAudio_3_1,240,18,18,10,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_2,720,10,18,9,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_3,270,18,18,9,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_4,570,9,10,0,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_5,270,18,10,0,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_6,540,0,9,3,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_7,270,18,9,3,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_8,750,3,0,1,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_9,270,18,0,1,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_10,540,1,3,12,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_11,270,18,3,12,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_12,690,12,1,2,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_13,270,18,1,2,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_14,480,2,12,8,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_15,270,18,12,8,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_16,750,8,2,7,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_17,270,18,2,7,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_18,750,7,8,17,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_19,270,18,8,17,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_20,690,17,7,16,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_21,270,18,7,16,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_22,540,16,17,6,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_23,270,18,17,6,24026,Dashboard,None
