user_id_24026/Dashboard_User_id_24026_NoAudio_3_2,720,10,18,9,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_4,570,9,10,0,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_6,540,0,9,3,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_8,750,3,0,1,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_10,540,1,3,12,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_12,690,12,1,2,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_14,480,2,12,8,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_16,750,8,2,7,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_18,750,7,8,17,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_20,690,17,7,16,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_22,540,16,17,6,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_24,570,6,16,5,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_26,510,5,6,14,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_28,690,14,5,15,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_30,570,15,14,13,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_32,570,13,15,11,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_34,690,11,13,4,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_3_36,480,4,11,18,24026,Dashboard,None
user_id_24026/Dashboard_User_id_24026_NoAudio_4_2,720,10,18,9,24026,Dashboard,Sunglass
user_id_24026/Dashboard_User_id_24026_NoAudio_4_4,570,9,10,0,24026,Dashboard,Sunglass
user_id_24026/Dashboard_User_id_24026_NoAudio_4_6,540,0,9,3,24026,Dashboard,Sunglass
user_id_24026/Dashboard_User_id_24026_NoAudio_4_8,750,3,0,1,24026,Dashboard,Sunglass
user_id_24026/Dashboard_User_id_24026_NoAudio_4_10,540,1,3,12,24026,Dashboard,Sunglass
user_id_24026/Dashboard_User_id_24026_NoAudio_4_12,690,12,1,2,24026,Dashboard,Sunglass
user_id_24026/Dashboard_User_id_24026_NoAudio_4_14,480,2,12,8,24026,Dashboard,Sunglass
user_id_24026/Dashboard_User_id_24026_NoAudio_4_16,750,8,2,7,24026,Dashboard,Sunglass
user_id_24026/Dashboard_User_id_24026_NoAudio_4_18,750,7,8,17,24026,Dashboard,Sunglass
user_id_24026/Dashboard_User_id_24026_NoAudio_4_20,690,17,7,16,24026,Dashboard,Sunglass
user_id_24026/Dashboard_User_id_24026_NoAudio_4_22,570,16,17,6,24026,Dashboard,Sunglass
user_id_24026/Dashboard_User_id_24026_NoAudio_4_24,570,6,16,5,24026,Dashboard,Sunglass
user_id_24026/Dashboard_User_id_24026_NoAudio_4_26,510,5,6,14,24026,Dashboard,Sunglass
user_id_24026/Dashboard_User_id_24026_NoAudio_4_28,690,14,5,15,24026,Dashboard,Sunglass
user_id_24026/Dashboard_User_id_24026_NoAudio_4_30,570,15,14,13,24026,Dashboard,Sunglass
user_id_24026/Dashboard_User_id_24026_NoAudio_4_32,570,13,15,11,24026,Dashboard,Sunglass
user_id_24026/Dashboard_User_id_24026_NoAudio_4_34,690,11,13,4,24026,Dashboard,Sunglass
user_id_24026/Dashboard_User_id_24026_NoAudio_4_36,480,4,11,18,24026,Dashboard,Sunglass
user_id_24491/Dashboard_user_id_24491_NoAudio_0_2,630,3,18,2,24491,Dashboard,None
user_id_24491/Dashboard_user_id_24491_NoAudio_0_4,1140,2,3,8,24491,Dashboard,None
user_id_24491/Dashboard_user_id_24491_NoAudio_0_6,150,8,2,5,24491,Dashboard,None
user_id_24491/Dashboard_user_id_24491_NoAudio_0_8,990,5,8,11,24491,Dashboard,None
user_id_24491/Dashboard_user_id_24491_NoAudio_0_10,210,11,5,17,24491,Dashboard,None
user_id_24491/Dashboard_user_id_24491_NoAudio_0_12,900,17,11,7,24491,Dashboard,None
user_id_24491/Dashboard_user_id_24491_NoAudio_0_14,150,7,17,15,24491,Dashboard,None
user_id_24491/Dashboard_user_id_24491_NoAudio_0_16,870,15,7,9,24491,Dashboard,None
user_id_24491/Dashboard_user_id_24491_NoAudio_0_18,960,9,15,0,24491,Dashboard,None
user_id_24491/Dashboard_user_id_24491_NoAudio_0_19,840,0,9,4,24491,Dashboard,None
user_id_24491/Dashboard_user_id_24491_NoAudio_0_21,510,4,0,1,24491,Dashboard,None
user_id_24491/Dashboard_user_id_24491_NoAudio_0_23,630,1,4,10,24491,Dashboard,None
user_id_24491/Dashboard_user_id_24491_NoAudio_0_25,150,10,1,16,24491,Dashboard,None
user_id_24491/Dashboard_user_id_24491_NoAudio_0_27,780,16,10,6,24491,Dashboard,None
user_id_24491/Dashboard_user_id_24491_NoAudio_0_29,750,6,16,12,24491,Dashboard,None
user_id_24491/Dashboard_user_id_24491_NoAudio_0_30,600,12,6,13,24491,Dashboard,None
user_id_24491/Dashboard_user_id_24491_NoAudio_0_32,390,13,12,18,24491,Dashboard,None
user_id_24491/Dashboard_user_id_24491_NoAudio_1_2,840,3,18,14,24491,Dashboard,Hat
user_id_24491/Dashboard_user_id_24491_NoAudio_1_3,300,14,3,2,24491,Dashboard,Hat
user_id_24491/Dashboard_user_id_24491_NoAudio_1_5,960,2,14,8,24491,Dashboard,Hat
user_id_24491/Dashboard_user_id_24491_NoAudio_1_7,150,8,2,5,24491,Dashboard,Hat
user_id_24491/Dashboard_user_id_24491_NoAudio_1_9,900,5,8,11,24491,Dashboard,Hat
